procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
Mortgage Registration,,ميسكا 3,1248750,Residential,1,13,60.0,89.09,تسجيل رهن,2017-12-14,,MISKA 3,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,14016.72,رهون,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Mortgages,مول دبي,2-13-2017-10491,غرفة,,Unit,DownTown Dubai,Downtown Dubai,1 B/R,Burj Khalifa,وحدة,2,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,داون تاون دبي
Grant,,الثيال4,961463,Residential,1,9,60.0,68.71,هبه,2017-12-25,,AL THAYYAL-4,سكني,351,3,Dubai Internet City,1,13993.06,هبات,Marina Mall,0.0,مدينة دبي للإنترنت,1.0,1.0,Gifts,مارينا مول,3-9-2017-2623,غرفة,,Unit,The Greens,Burj Al Arab,1 B/R,Al Thanyah Third,وحدة,3,2026-03-26 10:08:27,برج العرب,الثنيه الثالثة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,الروضة
Mortgage Registration,,ماج 214,870000,Residential,1,13,60.0,122.66,تسجيل رهن,2018-03-27,,MAG 214,سكني,350,3,Damac Properties,1,7092.78,رهون,Marina Mall,0.0,عقارات داماك,1.0,2.0,Mortgages,مارينا مول,2-13-2018-2668,غرفتين,,Unit,Jumeirah Lakes Towers,Burj Al Arab,2 B/R,Al Thanyah Fifth,وحدة,2,2026-03-26 10:08:27,برج العرب,الثنيه الخامسة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Sell,LAGO VISTA,لاجو فيستا-أيه,405000,Residential,1,11,60.0,46.08,بيع,2018-04-02,لاغو فيستا,LAGO VISTA-A,سكني,485,3,Damac Properties,0,8789.06,مبايعات,Marina Mall,0.0,عقارات داماك,1.0,1.0,Sales,مارينا مول,1-11-2018-3267,استوديو,,Unit,International Media Production Zone,Sports City Swimming Academy,Studio,Me'Aisem First,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,معيصم الأول,Existing Properties,Flat,439.0,,العقارات القائمة,شقه سكنيه,المنطقة العالمية للإنتاج الإعلامي
Mortgage Registration,PALACE TOWER,بالاس تاورز تي 1,650000,Commercial,1,13,42.0,188.32,تسجيل رهن,2018-07-03,برج القصر,PALACE TOWERS T1,تجاري,285,3,,1,3451.57,رهون,,0.0,,1.0,2.0,Mortgages,,2-13-2018-5381,مكتب,,Unit,Silicon Oasis,IMG World Adventures,Office,Nad Al Shiba,وحدة,2,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,ند الشبا,Existing Properties,Office,213.0,,العقارات القائمة,مكتب,واحة السيليكون
Sell - Pre registration,MBL RESIDENCE,إم بي إل ريزيدنس,904000,Residential,0,102,60.0,69.78,بيع - تسجيل مبدئى,2018-07-05,إم بي إل ريزيدينس,MBL RESIDENCE,سكني,350,3,Jumeirah Lakes Towers,1,12955.0,مبايعات,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,1.0,Sales,مارينا مول,1-102-2018-9818,غرفة,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,1 B/R,Al Thanyah Fifth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Off-Plan Properties,Flat,1934.0,,على الخارطة,شقه سكنيه, ابراج بحيرات الجميرا
Sell,,,7218,Commercial,1,11,,958.62,بيع,2018-07-23,,,تجاري,465,1,Noor Bank Metro Station,0,7.53,مبايعات,,0.0,محطة مترو نور بنك,1.0,0.0,Sales,,1-11-2018-7595,,,Land,Al Barari,IMG World Adventures,,Wadi Al Safa 3,أرض,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 3,Existing Properties,,,,العقارات القائمة,,البراري
Grant,EASTERN RESIDENCE - NORTH,,1210500,Commercial,1,9,,450.0,هبه,2018-08-15,إيسترن ريزيدنس - نورث,,تجاري,464,1,,0,2690.0,هبات,,0.0,,1.0,1.0,Gifts,,3-9-2018-2437,,,Land,Falcon City,IMG World Adventures,,Wadi Al Safa 2,أرض,3,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 2,Existing Properties,,1576.0,,العقارات القائمة,,فالكون ستي
Sell - Pre registration,BLVD HEIGHTS,بوليفارد هايتس T1,2527110,Residential,0,102,60.0,147.99,بيع - تسجيل مبدئى,2018-08-15,BLVD هايتس,Blvd Heights T1,سكني,390,3,Business Bay Metro Station,1,17076.22,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-102-2018-11428,غرفتين,,Unit,DownTown Dubai,Burj Khalifa,2 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,برج خليفة,برج خليفة,Off-Plan Properties,Flat,1561.0,,على الخارطة,شقه سكنيه,داون تاون دبي
Sell,CITY APARTMENTS,سيتي أبارتمنتس,750000,Residential,1,11,60.0,83.04,بيع,2018-09-17,شقق المدينة,CITY APARTMENTS,سكني,441,3,Dubai Internet City,1,9031.79,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,1.0,Sales,مول الإمارات,1-11-2018-8929,غرفة,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,1 B/R,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Existing Properties,Flat,1682.0,,العقارات القائمة,شقه سكنيه,قرية جميرا الدائرية
Mortgage Registration,,,3100000,Residential,1,13,,940.64,تسجيل رهن,2018-09-24,,,سكني,232,4,Rashidiya Metro Station,0,3295.63,رهون,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Mortgages,سيتي سنتر مردف,2-13-2018-7436,,,Villa,,Dubai International Airport,,Mirdif,فيلا,2,2026-03-26 10:08:27,مطار دبي الدولي,مردف,Existing Properties,,,,العقارات القائمة,,
Sale On Payment Plan,SKY COURTS,سكاي كورتس F,834324,Residential,1,460,60.0,78.29,بيع مقيد بسنوات الدفع,2018-11-26,سكاي كورتس,Skycourts Tower F,سكني,467,3,,1,10656.84,مبايعات,,0.0,,1.0,1.0,Sales,,1-460-2018-89,غرفة,,Unit,Dubai Land Residence Complex,IMG World Adventures,1 B/R,Wadi Al Safa 5,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 5,Existing Properties,Flat,794.0,,العقارات القائمة,شقه سكنيه,مجمع دبي لاند السكني
Sell - Pre registration,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 1","مدينة محمد بن راشد آل مكتوم دستركت ون المرحله الثالثه ,ريسيدنس 1",2033247,Residential,0,102,60.0,125.93,بيع - تسجيل مبدئى,2018-11-27,مدينة  محمد بن راشد ال مكتوم ديستركت ون ، المرحلة الثالثة ، ريسيدنز 1,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 1",سكني,412,3,Business Bay Metro Station,1,16145.85,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-102-2018-16004,غرفتين,,Unit,Mohammed Bin Rashid AL Maktoum City -District -1 Community,Downtown Dubai,2 B/R,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Off-Plan Properties,Flat,1984.0,,على الخارطة,شقه سكنيه, مجمع مدينة الشيخ محمد بن راشد آل مكتوم - ديستريكت -1
Sell - Pre registration,Azizi Riviera 33,عزيزي ريفييرا 33 	,655184,Residential,0,102,60.0,45.43,بيع - تسجيل مبدئى,2018-12-17,عزيزي ريفييرا 33,Azizi Riviera 33,سكني,412,3,Buj Khalifa Dubai Mall Metro Station,1,14421.84,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,2.0,1.0,Sales,مول دبي,1-102-2018-16835,غرفة,,Unit,Meydan One Community,Downtown Dubai,1 B/R,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Off-Plan Properties,Flat,2040.0,,على الخارطة,شقه سكنيه,مجمع ميدان ون
Grant,REEM-MIRA COMMUNITY PH 2,,2000000,Residential,1,9,4.0,275.36,هبه,2019-01-07,مجمع ريم ميرا بي أتش21,,سكني,506,4,,0,7263.22,هبات,,0.0,,1.0,2.0,Gifts,,3-9-2019-42,أربع غرف,,Villa,,Dubai Cycling Course,4 B/R,Al Yelayiss 1,فيلا,3,2026-03-26 10:08:27,دورة دبي للدراجات,اليلايس 1,Existing Properties,Villa,1793.0,,العقارات القائمة,فيلا,
Mortgage Registration,AL FURJAN,,4600000,Residential,1,13,,875.0,تسجيل رهن,2019-01-24,الفرجان,,سكني,445,4,Ibn Battuta Metro Station,0,5257.14,رهون,Ibn-e-Battuta Mall,0.0,محطة مترو ابن بطوطة,1.0,1.0,Mortgages,ابن بطوطة مول,2-13-2019-536,,,Villa,Al Furjan,Expo 2020 Site,,Jabal Ali First,فيلا,2,2026-03-26 10:08:27,موقع إكسبو 2020,جبل علي الأولى,Existing Properties,,1283.0,,العقارات القائمة,,الفرجان
Mortgage Registration,ORANGE LAKE,,4313100,Residential,1,13,,900.7,تسجيل رهن,2019-03-21,أورانج ليك,,سكني,485,4,Damac Properties,0,4788.61,رهون,Marina Mall,0.0,عقارات داماك,1.0,1.0,Mortgages,مارينا مول,2-13-2019-1878,,,Villa,Jumeirah Golf Estates,Sports City Swimming Academy,,Me'Aisem First,فيلا,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,معيصم الأول,Existing Properties,,171.0,,العقارات القائمة,,جميرا غولف للعقارات
Delayed Sell,REEM - MIRA OASIS COMMUNITY,,2046888,Residential,1,41,4.0,293.7,بيع مبدئى,2019-06-17,ريم - ميرا أوسيس كوميونتي,,سكني,506,4,,0,6969.32,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2019-1776,ثلاث غرف,,Villa,,Dubai Cycling Course,3 B/R,Al Yelayiss 1,فيلا,1,2026-03-26 10:08:27,دورة دبي للدراجات,اليلايس 1,Existing Properties,Villa,1488.0,,العقارات القائمة,فيلا,
Sell - Pre registration,ADDRESS HARBOUR POINT,العنوان هاربر بوينت تاور 2,3539888,Hospitality ,0,102,101.0,148.38,بيع - تسجيل مبدئى,2019-09-09,العنوان هاربر بوينت,ADDRESS HARBOUR POINT TOWER 2,ضيافة,447,3,Creek Metro Station,1,23856.91,مبايعات,City Centre Mirdif,0.0,محطة مترو الخور,1.0,1.0,Sales,سيتي سنتر مردف,1-102-2019-14251,ثلاث غرف,,Unit,Dubai Creek Harbour,Dubai International Airport,3 B/R,Al Khairan First,وحدة,1,2026-03-26 10:08:27,مطار دبي الدولي,الخيران الأولى,Off-Plan Properties,Hotel Apartment,1870.0,,على الخارطة,شقة فندقية,خور دبي
Sell - Pre registration,LIME LIGHT TWIN TOWERS,CHAPAL THE DESTINY A,970335,Residential,0,102,60.0,125.35,بيع - تسجيل مبدئى,2019-09-16,لايم لايت توين تاور,CHAPAL THE DESTINY A,سكني,435,3,Nakheel Metro Station,1,7741.01,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-102-2019-14285,غرفتين,,Unit,Dubai Sports City,Sports City Swimming Academy,2 B/R,Al Hebiah Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الرابعة,Off-Plan Properties,Flat,558.0,,على الخارطة,شقه سكنيه,مدينة دبي الرياضية
Lease Finance Registration,THE POLO RESIDENCE,ذا بولو ريزيدنيس - إي 5,365300,Residential,1,810,60.0,84.7,تسجيل اجارة تمويلية,2019-10-31,ذا بولو رزيدينس,THE POLO RESIDENCE - E5,سكني,335,3,Business Bay Metro Station,1,4312.87,رهون,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Mortgages,مول دبي,2-810-2019-580,غرفة,,Unit,Meydan Racecourse Community,Downtown Dubai,1 B/R,Nad Al Shiba First,وحدة,2,2026-03-26 10:08:27,وسط مدينة دبي,ند الشبا الاولى,Existing Properties,Flat,1538.0,,العقارات القائمة,شقه سكنيه,مجمع مضمار ميدان
Sell - Pre registration,Wavez Residence,ويفز ريزيدنس,365000,Residential,0,102,60.0,37.32,بيع - تسجيل مبدئى,2019-12-12,ويفز رزيدنس,WAVEZ RESIDENCE,سكني,464,3,,1,9780.28,مبايعات,,0.0,,2.0,1.0,Sales,,1-102-2019-22573,استوديو,,Unit,Liwan1,IMG World Adventures,Studio,Wadi Al Safa 2,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 2,Off-Plan Properties,Flat,2175.0,,على الخارطة,شقه سكنيه,ليوان 1
Sell,THE CRESCENT,ذا كريسنت ايه,250000,Residential,1,11,60.0,46.36,بيع,2020-01-23,كرسسنت,THE CRESCENT A,سكني,485,3,Damac Properties,1,5392.58,مبايعات,Marina Mall,0.0,عقارات داماك,1.0,1.0,Sales,مارينا مول,1-11-2020-836,استوديو,,Unit,International Media Production Zone,Sports City Swimming Academy,Studio,Me'Aisem First,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,معيصم الأول,Existing Properties,Flat,447.0,,العقارات القائمة,شقه سكنيه,المنطقة العالمية للإنتاج الإعلامي
Sell - Pre registration,The Terraces,S ذا تراسز,1866511,Residential,0,102,60.0,154.51,بيع - تسجيل مبدئى,2020-03-02,ذا تيراسز,The Terraces S,سكني,412,3,Buj Khalifa Dubai Mall Metro Station,1,12080.2,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,2.0,1.0,Sales,مول دبي,1-102-2020-4136,غرفتين,,Unit,SOBHA HARTLAND,Downtown Dubai,2 B/R,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Off-Plan Properties,Flat,2013.0,,على الخارطة,شقه سكنيه,شوبها هارتلاند
Sell - Pre registration,MAG EYE Phase 1,ماج أي 910,391000,Residential,0,102,60.0,36.16,بيع - تسجيل مبدئى,2020-03-03,ماج آي المرحلة 1,MAG EYE 910,سكني,482,3,Business Bay Metro Station,1,10813.05,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-102-2020-4406,استوديو,,Unit,HADAEQ SHEIKH MOHAMMED BIN RASHID - DISRICT 7,Downtown Dubai,Studio,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,حدائق الشيخ محمد بن راشد,Off-Plan Properties,Flat,2033.0,,على الخارطة,شقه سكنيه,حدائق الشيخ محمد بن راشد - ديستركت 7
Portfolio Mortgage Registration,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 4",,22203281,Residential,1,43,,432.35,تسجيل رهن محافظ,2020-05-18,مدينة  محمد بن راشد ال مكتوم- ديستركت ون ، المرحلة الثالثة ، ريسيدنز 4,,سكني,412,1,,0,51354.88,رهون,,0.0,,1.0,4.0,Mortgages,,2-43-2020-40,,,Land,SOBHA HARTLAND,,,Al Merkadh,أرض,2,2026-03-26 10:08:27,,المركاض,Existing Properties,,1703.0,,العقارات القائمة,,شوبها هارتلاند
Sell,Hyati Avenue,حياتي أفنيو,760000,Residential,1,11,60.0,78.74,بيع,2020-06-08,حياتى أفينيو ,Hyati Avenue,سكني,441,3,Nakheel Metro Station,1,9652.02,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-11-2020-4187,غرفة,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,1 B/R,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Existing Properties,Flat,2108.0,,العقارات القائمة,شقه سكنيه,قرية جميرا الدائرية
Sell,STADIUM POINT,ستاديوم بوينت,397576,Residential,1,11,60.0,92.34,بيع,2020-07-21,ستاديوم بوينت,STADUIM POINT,سكني,435,3,Dubai Internet City,1,4305.57,مبايعات,Marina Mall,0.0,مدينة دبي للإنترنت,2.0,1.0,Sales,مارينا مول,1-11-2020-5434,غرفة,,Unit,Dubai Sports City,Sports City Swimming Academy,1 B/R,Al Hebiah Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الرابعة,Existing Properties,Flat,704.0,,العقارات القائمة,شقه سكنيه,مدينة دبي الرياضية
Sell,DIAMOND BUSINESS CENTER,دايموند بزنس سنتر 1 -A,572182,Commercial,1,11,42.0,54.52,بيع,2020-08-03,دايموند بزنس سنتر ,Diamond Business Center 1 -A,تجاري,409,3,Sharaf Dg Metro Station,1,10494.9,مبايعات,Mall of the Emirates,0.0,محطة مترو شرف دي جي,1.0,1.0,Sales,مول الإمارات,1-11-2020-5850,مكتب,,Unit,Arjan,Motor City,Office,Al Barshaa South Third,وحدة,1,2026-03-26 10:08:27,موتور سيتي,البرشاء جنوب الثالثة,Existing Properties,Office,24.0,,العقارات القائمة,مكتب,أرجان
Sell,NOOR TOWNHOUSES,,1050000,Residential,1,11,4.0,190.85,بيع,2020-08-05,نور تاون هاوس,,سكني,507,4,,0,5501.7,مبايعات,,0.0,,1.0,1.0,Sales,,1-11-2020-5961,ثلاث غرف,,Villa,TOWN SQUARE,,3 B/R,Al Yelayiss 2,فيلا,1,2026-03-26 10:08:27,,اليلايس 2,Existing Properties,Villa,1823.0,,العقارات القائمة,فيلا,تاون سكوير
Modify Mortgage,,جاي - 03,160000,Residential,1,14,60.0,44.0,تعديل رهن,2020-09-14,,J-03,سكني,343,3,Rashidiya Metro Station,0,3636.36,رهون,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Mortgages,سيتي سنتر مردف,2-14-2020-915,استوديو,,Unit,International City Phase 1,,Studio,Al Warsan First,وحدة,2,2026-03-26 10:08:27,,ورسان الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الاولى
Delayed Sell,MULBERRY at PARK HEIGHTS,ملبيري آت بارك هايتس مبنى A1,2469888,Residential,1,41,60.0,190.72,بيع مبدئى,2020-10-01,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS Building A1,سكني,482,3,First Abu Dhabi Bank Metro Station,1,12950.34,مبايعات,Mall of the Emirates,0.0,محطة مترو بنك أبوظبي الأول,1.0,2.0,Sales,مول الإمارات,1-41-2020-5803,غرفتين,,Unit,Dubai Hills Estate,Motor City,2 B/R,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,1,2026-03-26 10:08:27,موتور سيتي,حدائق الشيخ محمد بن راشد,Existing Properties,Flat,1489.0,,العقارات القائمة,شقه سكنيه, دبي هيلز استيت 
